,Unnamed: 0,title,개월,spell,token
11723,11723,5.5킬로 완분 몇미리먹여야할까요??,,5.5킬로 완불 먹여야 할까요??,킬로 완불 요
11724,11724,젖병소독하는법 ?,,젖병소독하는 법?,젖병  법
11725,11725,단유하는 차같은거 꼭 마셔야하나요?,,단유 차 같은 마셔야 하나요?,유 차 하나요
11726,11726,지금 젖몸살이 온것같아요 ㅠ 도와주세요 ㅠ,,지금 젖몸살이 같아요 ㅠ 도와주세요 ㅠ,지금 모유 몸살
11727,11727,수유시 목넘김 소리가 너무커요ㅠ,,수유 목 넘김 소리가 커요ㅠ,수유 목 넘김 소리
11728,11728,수유 후 가슴 찌릿찌릿,,수유 후 가슴 찌릿찌릿,수유 후 가슴
11729,11729,분유 잘안먹는 아기,,분유 먹는 아기,분유 아기
11730,11730,수유중 애기 귀 뒤에 만지고 울고 짜증내는 아기요ㅠ,,수유 아기  뒤에 만지고 울고 짜증 아기요ㅠ,수유 아기 뒤 울 짜증 아기
11731,11731,유축 꼭 해야하나요?,,유축 하나요?,유축 하나요
11732,11732,완모 유축질문이요ㅜㅜ,,완모 유축 질문이요ㅜㅜ,완모 유축 질문
11733,11733,낮에 잘때도 정확한 텀 위해 깨워서먹여야하나요;;..,,낮에 때도 정확한  깨워서 먹여야 하나요;;..,낮 때 하나요
11734,11734,분유갈아타기 도와주세요,,분유 갈아타기 도와주세요,분유
11735,11735,젖꼭지 사이즈ㅜㅜ,,젖꼭지 사이즈ㅜㅜ,젖꼭지 사이즈
11736,11736,2단계 분유 먹이니 토하네요,,2단계 분유 먹이니 토하네요,단계 분유 토
11737,11737,모유수유 중 피쉬콜라겐 먹어도 될까요?ㅜ,,모유  피시콜라겐 먹어도 될까요?ㅜ,모유 피시 콜라겐 요
11738,11738,첫째 모유 실패하고 둘째는 성공하신 분 계신가요?,,첫째 모유 실패하고 둘째는 성공하신 분 계시나요?,첫째 모유 지칭 분
11739,11739,모유수유요,,모 유수 유요,모 유수 유요
11740,11740,수유텀 일정하게 잡고싶은데 조언해주세요~,,수유  일정하게 잡고 싶은데 조언해주세요~,수유 잡고 조언
11741,11741,피 섞인 모유 그리고 유두통증 있는데 왜 단유 안하세요??,,피 섞인 모유 그리고 유도 통증 있는데 왜 다유 하세요??,피 모유 유도 통증 왜 유
11742,11742,유축은 몇분정도 하면 좋을까요?,,유축은 분 좋을까요?,유축 분
11743,11743,분유팩이요~,,분유 팩이요~,분유 팩
11744,11744,잘 먹던 아이가 갑자기 엄마젖 거부하기도 하나요?,,잘 먹던 아이가 갑자기 엄마젖 거부하기도 하나요?,아이 갑자기 엄마젖 거부 하나요
11745,11745,모유량 적을 때 마사지 도움 되나요?(제왕절개 9일차),,모유량 적을 때 마사지 도움 되나요?(제왕절개 9일차),유량 때 마사지 도움 제왕절개
11746,11746,이건 뭐가 문제일까요... 도와주세요ㅠㅠ,,이건 뭐가 문제일까요... 도와주세요ㅠㅠ,이건 뭐 제일
11747,11747,유두통증,,유도 통증,유도 통증
11748,11748,기저부 마사지,,기저부 마사지,부 마사지
11749,11749,수유시간이요,,수유시간이요,수유 시간
11750,11750,아가랑 외출시 분유 어떻게 타먹이나요?,,아가랑 외출 분유 어떻게 타 먹이나요?,아가 외출 분유 타
11751,11751,모유수유중 입원,,모유  입원,모유 입원
11752,11752,600대 수유양 아가있나요,,600대  양 아가 있나요,양 아가
11753,11753,얼린 모유 해동해서 먹일때요,,얼린 모유 해동해서 먹일 때요,모유  때
11754,11754,수유텀이랑 수유양 질문이요~,,수유 텀이랑  양 질문이요~,수유  양 질문
11755,11755,통잠때 유축하세요??,,통 수면 때 유축하세요??,통 때 유 축하 세
11756,11756,급하게 먹고 뿜는 아기,,급하게 먹고 뿜는 아기,뿜는 아기
11757,11757,완모중인데 유축하면 양이 너무 적어요ㅜㅠ,,완모 중인데 유축하면 양이 적어요ㅜㅠ,완모 유 축하 양
11758,11758,쥬스가 넘 먹고싶네요ㅠㅠ,,주스가 먹고싶네요ㅠㅠ,주스
11759,11759,아이엠X더(국산)에서 위X맘(국산) 분유 갈아타는 방법,,아이엠 X 더(국산)에서 X 맘(국산) 분유 갈아타는 방법,아이엠 국산 맘 국산 분유 방법
11760,11760,모유분유 선택의길 ㅠㅠ,,모유 분유 선택의 길 ㅠㅠ,모유 분유  길
11761,11761,완분 가려면 질문이요,,완불 가려면 질문이요,완불 질문
11762,11762,모유가 안나와요. . 도와주세요ㅜㅜ,,모유가 나와요. . 도와주세요ㅜㅜ,모유
11763,11763,분유 잘 안먹어서 명작 앱솔루트에서 위드맘이나 트루맘으로 바꾸신 맘 계실까요?,,분유 먹어서 명작 앱설루트에서 맘이나 트루맘으로 바꾸신 맘 계실까요?,분유 명작 앱설 루트 맘 맘 맘 요
11764,11764,유축해서 냉장보관한 모유요~~,,유축해서 냉장보관한 모 유요~~,유축  보관 모 유요
11765,11765,공갈거부 아가 빠는 욕구는 어떻게 채우나요?,,공갈 거부 아가 빠는 욕구는 어떻게 채우나요?,공갈 거부 아가 욕구
11766,11766,줄어든 모유량 다시 늘릴려면 어떻게 해야되나요???,,줄어든 모유량 늘리려면 어떻게 되나요???,유량
11767,11767,유두백반? 유두균열?,,유두 백반? 유두균열?,유두 가슴 유두 균열
11768,11768,마더세이프 상담 토욜도 되나요?,,마더세이프 상담 토요일도 되나요?,마더 세이프 상담 토요일
11769,11769,두드러기 나신뷴 계세요?,,두드러기 나신뷴 계세요?,두드러기 나신 계세
11770,11770,직수) 애기가 젖을 손으로 밀고 입으로 당겨요 ㅠㅠ,,직수) 아기가 젖을 손으로 밀고 입으로 당겨요 ㅠㅠ,직수 아기 모유  밀고 입
11771,11771,모유수유중 구내염,,모유  구내염,모유 구내염
11772,11772,분유 단계 변경이요~~~,,분유 단계 변경이요~~~,분유 단계 변경
11773,11773,젖 양 진짜 미치겠어요ㅠㅠ,,젖 양 미치겠어요ㅠㅠ,젖 양
11774,11774,9갤 아기 혼합될까요??,,9 갤 아기 혼합될까요??,아기 혼합 요
11775,11775,갑자기 수유양이 줄었어요ㅠㅠ,,갑자기  양이 줄었어요ㅠㅠ,갑자기 양
11776,11776,유선염 고열 응급실 가야 할까요?,,유선염 열 응급실 가야 할까요?,유선 염 열 응급실 가야 요
11777,11777,가슴 핏줄,,가슴 핏줄,가슴 핏줄
11778,11778,완모아기 밤수 끊는법있나요?ㅠ,,안 시간 끊는 법 있나요?ㅠ,안 시간 법
11779,11779,퓨어락 비율 질문이요,,퓨어락 비율 질문이요,퓨어 락 비율 질문
11780,11780,아가 새벽수유텀 길거나 통잠자는 맘님들,,아가 시간   길거나 통 잠자는 맘님들,아가 시간 통 맘
11781,11781,통잠 모유수유텀이요,,통잠 모유  텀이요,통잠 모유 텀이
11782,11782,모유수유중 토하는 아가,,모유  토하는 아가,모유 토 아가
11783,11783,하루만 안물려도?,,하루만 물려도?,하루
11784,11784,해외붐유에서 국내로 갈아탈시 어떻게ㅡ해야하나오?,,해외 붐 유에스 국내로 갈아탈 어떻게ㅡ해야 하나요?,해외 붐 유 에스 국내 하나요
11785,11785,직수를 못하고 있는데요..초산이에요 도와주세요,,직수를 못하고 있는데요.. 초산이에요 도와주세요,직수 초산
11786,11786,모유수유전 마사지,,모유 수유전 마사지,모유 유전 마사지
11787,11787,남x 산양분유 vs 퓨어락?,,남 x 산양 분유 vs 퓨어라고?,남 산양 분유 퓨어
11788,11788,모유수유 중인데 해독주스(오일만주스) 마셔도 될까요?,,모유  중인데 해독주스(오일만주스) 마셔도 될까요?,모유 해독 주스 오일만 주스 요
11789,11789,마사지 받지 않고도 젖이 잘 도는 분이 많으신가요>?,,마사지 받지 않고도 젖이 많으신가요>?,마사지 모유 가요
11790,11790,이 시기엔 텀이 없나요?ㅠㅠ,,이 시기엔 텀이 없나요?ㅠㅠ,이 시기 텀
11791,11791,완전한 모유수유,,완전한 모유 수유,모유 수유
11792,11792,수유시간30분 넘어가서 끝도없이 계속빨때,,수유시간 30분 넘어가서 끝도 계속 때,수유 시간 끝 계속 때
11793,11793,젖꼭지 사이즈,,젖꼭지 사이즈,젖꼭지 사이즈
11794,11794,분유수유텀이요 ~,,분유  텀이요 ~,분유 텀이
11795,11795,유축모유양과 분유양이 같나요??,,유축 모유 양과 분유 양이 같나요??,유축 모유 양 분유 양
11796,11796,모유수유 전문가분들 모셔요 ㅠㅠ,,모유  전문가분들 모셔요 ㅠㅠ,모유 전문가
11797,11797,힙 분유 먹이시는 분들 액상뷴유도 힙으로 구매하시나요??!,,히프 분유 먹이시는 분들 액상뷴유도 히프로 구매하시나요??!,히프 분유 액상뷴유 히프 구매
11798,11798,모유수유중 영양제,,모유  영양제,모유 양제
11799,11799,한쪽 수유하는데 너무 짧게 빨아요ㅜ,,한쪽 수유하는데 짧게 빨아요ㅜ,한쪽 수유
11800,11800,모유 수유량?,,모유 수유량?,모유 유량
11801,11801,얼굴에 이거 뭘까요?,,얼굴에 뭘까요?,얼굴 뭘
11802,11802,저 모유수유 잘 하고 있을까요? ㅠㅠ,,저 모유  있을까요? ㅠㅠ,저 모유
11803,11803,모유수유 제대로 하고있는건가요?ㅠㅠ,,모유  제대로 하고있는건가요?ㅠㅠ,모유 제대로 가요
11804,11804,직수는 언제까지 하는 거예요?,,직수는 언제까지 거예요?,직수 시간 거
11805,11805,분유알러지는 먹자마자 올라오나요?,,분유 알레르기는 먹자마자 올라오나요?,분유 알레르기
11806,11806,완모중인데요..,,완모 중인데요..,완모 요
11807,11807,분유수유도 수유실가서 하나요?,,분유 수유도 수유실 가서 하나요?,분유  유실 하나요
11808,11808,피임약 먹으면 젖양 주나요?,,피임약 먹으면 젖양 주나요?,피임 약 젖
11809,11809,모유가 잘안나와요ㅠㅠ,,모유가 잘안나와요ㅠㅠ,모유
11810,11810,엄마가 잠을 자야 젖이 잘 도나요?,,엄마가 잠을 자야 젖이 도나요?,엄마 모유 도나
11811,11811,아이 젖먹을 때 원래 이러나요..?,,아이 모유 먹을 때 이러나요..?,아이 모유 때
11812,11812,수유텀이 지금은 원래 없는게 맞는건가요?ㅠㅠ,,수유 텀이 지금은 맞는건가요?ㅠㅠ,수유  지금 가요
11813,11813,직수 텀을 일부러 늘려야하나요?,,직수 텀을 일부러 늘려야 하나요?,직수  일부러 하나요
11814,11814,새벽 유축,,새벽 유축,새벽 유축
11815,11815,"다 먹고 더 빨고 싶어하는 경우, 어떻게 하나요?",,"다 먹고 빨고 경우, 어떻게 하나요?",빨  하나요
11816,11816,새벽수유할때 한쪽만먹고자면 다른한쪽 유축하시나요?,,새벽 수유할 때 한쪽만 먹고 자면 다른 위치 유축하시나요?,새벽  때 위치 다른 위치 유 축하 시나
11817,11817,밤중수유요~,,밤중 수유요~,밤중 수유
11818,11818,유축만으론 속젖이 안나와요..,,유축만으론 속젓이 나와요..,유축 젓
11819,11819,모유수유 양쪽이 다른걸까요?,,모유  양쪽이 다른 걸까요?,모유 위치 다른 요
11820,11820,다들 수유할때 몇분정도 하시나요?,,다들 수유할 때 분 하시나요?,수유 때 분
11821,11821,꿈수 어떻게 하는거에요? ㅠㅠ,,꿀 어떻게 거예요? ㅠㅠ,꿀 거
11822,11822,젖양이너무적어요 도와주세요 ㅠㅠ 60일인데..,,젖양이 적어요 도와주세요 ㅠㅠ 60일인데..,젖
11823,11823,아기가 너무 안먹어요..ㅠㅠ,,아기가 안먹어요..ㅠㅠ,아기
11824,11824,젖몸살무서워요 피할수있겠죠,,젖몸살 무서워요 피할 있겠죠,젖 몸살 피
11825,11825,분유 알러지 같아요~~,,분유 알레르기 같아요~~,분유 알레르기
11826,11826,모유 저장팩에 관해서 여쭈어봐요,,모유 저장팩에 관해서 여쭈어봐요,모유   관해
11827,11827,유축할때 가슴에 상처 각질이요 ㅜ,,유축할 때 가슴에 상처 각질이요 ㅜ,유축 때 가슴 상처 각질
11828,11828,수유시간이 너무 길어요 어떻게 해야 하나요?,,수유시간이 길어요 어떻게 하나요?,유시 하나요
11829,11829,젖달라고 보채서 물리면 조금 빨다가 잠들어요,,젖 달라고 보채서 물리면 조금 빨다가 잠들어요,젖 달라 물리 조금
11830,11830,젖양 부족한걸까요?,,젖양 부족한 걸까요?,젖 요
11831,11831,분유 바꾸기요,,분유 바꾸기요,분유
11832,11832,유축하면 사출 무조건 생겨요?,,유축하면 사출 무조건 생겨요?,유 축하 사출 무조건
11833,11833,완모분들.음식요,,완모 분들. 음식요,완모 음식
11834,11834,모유-분유 번갈아 수유하는 분들 있나요??,,모유-분유 번갈아 수유하는 분들 있나요??,모유 분유 번갈아 수유
11835,11835,밤잠 시간이랑 수유시간,,밤잠 시간이랑 수유시간,밤잠 시간  시간
11836,11836,모유수유 이게 맞나요?,,모유  맞나요?,모유
11837,11837,모유량 적으신 분들 언제까지 혼합하실 예정이세요?,,모유량 적으신 분들 언제까지 혼합하실 예정이세요?,유량 시간 혼합 예정 이세
11838,11838,단유4일차 마사지 받고 있는데 젖뭉침이 올수있나요?..,,단유 4일차 마사지 받고 있는데 모유 뭉침이 있나요?..,유 마사지 모유
11839,11839,단유를 해야할꺼 같은데 맘이 안잡혀요,,단유를 같은데 잡혀요,유
11840,11840,혼합수유 하고싶은데 도와주세요ㅠㅠ,,혼합수유하고 싶은데 도와주세요ㅠㅠ,혼합 수유
11841,11841,모유수유 체중증가 질문이요,,모유  체중  질문이요,모유 체중 질문
11842,11842,분유량 80에서 한번에 120으로 늘려도 되나요?,,분유량 80에서 120으로 늘려도 되나요?,분 유량
11843,11843,아기가 모유를 거부하게 어떻게할까요?,,아기가 모유를 거부하게 어떻게 할까요?,아기 모유 거부 요
11844,11844,하루 분유 4번만 먹이는 맘님들 계실까요?,,하루 분유 4번만 먹이는 맘님들 계실까요?,하루 분유 맘 요
11845,11845,수유양,,수유 양,수유 양
11846,11846,수유텀이 바꼈어요ㅠㅠ 모유량이 줄어든걸까요?,,수유 텀이 바뀌었어요ᅲᅲ 모유량이 줄어든 걸까요?,수유  유량 요
11847,11847,유축한 거 데워서 줘야하나요,,유축한 데워서 줘야 하나요,유축 하나요
11848,11848,분유 하루에 150정도 먹는 아기 분유 갈아타는방법,,분유 하루에 150 먹는 아기 분유 갈아타는 방법,분유 하루 아기 분유 방법
11849,11849,젖 한번 물리기 힘든 아기,,젖 한번 물리기 힘든 아기,젖 한번 아기
11850,11850,혼합수유량 좀 봐주세요ㅜㅜ,,혼합 수유량 좀 봐주세요ㅜㅜ,혼합 유량 좀
11851,11851,귀안에 종기가생겨 제거후 약처방받았는데요,,귀안에 종기가 생겨  후 약 처방받았는데요,안 종기 후 약 처방
11852,11852,"수유부 염색, 펌 괜찮죠?",,"수유부 염색, 괜찮죠?",유부 염색
11853,11853,압타밀 먹이시는분들 타는방법요ㅠㅠ,,압타밀 먹이시는 분들 타는방법요ㅠㅠ,압 타밀 방법
11854,11854,완모인데요.양이 부족하면 잠을 잘 안자겠지요??,,완모인데요. 양이 부족하면 잠을 자겠지요??,완 양 잠
11855,11855,브라 안쪽에 스치거나 눌리면 아픈 유두 어떻게 해야 해요..?,,브라 안쪽에 스치거나 눌리면 아픈 유두 어떻게 해요..?,브라 눌리 유두 해
11856,11856,스펙트라 젖병 + 모유실감 젖꼭지 혼합해서 쓰시는 분 계신가요?,,스펙트라 젖병 + 모유실감 젖꼭지 혼합해서 쓰시는 분 계시나요?,스펙트 젖병 모유 실감 젖꼭지 혼합 쓰시 분
11857,11857,밤수 트림 꼭 시켜야 하나요..,,밤 트림 시켜야 하나요..,밤 트림 하나요
11858,11858,모유수유 다이어트..,,모유  다이어트..,모유 다이어트
11859,11859,분유알러지 아기 단유 어떻게 하나요???,,분유 알레르기 아기 다유 어떻게 하나요???,분유 알레르기 아기 유 하나요
11860,11860,텀되도 배안고파하면,,텀  고파하면,텀
11861,11861,유당불내증의심 분유,,유당불내증의 심 분유,유당불내증 심 분유
11862,11862,트루맘 스틱분유?,,트루맘 스틱 분유?,트루 맘 스틱 분유
11863,11863,직수 안하고~ 유축시 유축시간은 3시간에 한번씩 하시나요~? ^^,,직수 하고~ 유축 유축 시간은 3시간에 하시나요~? ^^,직수 유축 유축 시간
11864,11864,초유 보관시간,,초유 보관 시간,초유 보관 시간
11865,11865,"모유먹는아기 방귀,똥지림",,"모유 먹는 아기 방귀, 똥 지림",모유 아기 방귀 똥
11866,11866,압타밀조유관련요..,,압타밀조유관련요..,압 타밀 유 관련
11867,11867,젖병~ 새벽에 먹이고 바로 헹거 놓으시나요??,,젖병~ 새벽에 먹이고 바로 행거 놓으시나요??,젖병 시간 먹이 바로 행거
11868,11868,분유 정수기물써도되나요?,,분유  물써도 되나요?,분유 물
11869,11869,갑자기 개워내요. 많이봐주세요,,갑자기 게워내요. 많이 봐주세요,갑자기
11870,11870,기저귀 나오는 횟수 ㅜ,,기저귀 나오는 횟수 ㅜ,기저귀 횟수
11871,11871,갑자기 너무 많이 먹을려고 해요 ㅜ,,갑자기 많이 먹으려고 ㅜ,갑자기
11872,11872,마사지실에서 수유하는동안 수박먹지말랬는데요. 옥수수는?,,마사지실에서 수유하는 수박 먹지 말랬는데요. 옥수수는?,마사지  수박 말랬는데 옥수수
11873,11873,수유텀이 3시간일경우 다른쪽 유_해야되나요?,,수유 텀이 3시간일  다른 유_해야 되나요?,수유  다른 유
11874,11874,아기 몸무게 정체...,,아기 몸무게 정체...,아기 몸무게 정체
11875,11875,유축모유- 생후 80일 아기 수유양은?,,유축 모유- 시간 80일 아기  양은?,유축 모유 시간 아기 양은
11876,11876,완모 아가 밤수 어떠셨너요,,완모 아가 시간 어떠셨나요,완모 아가 시간
11877,11877,자기전 분유,,자기 전 분유,자기 전 분유
11878,11878,밤에 자주 깨요,,밤에 자주 깨요,밤 자주 깨
11879,11879,새벽에 꼭 유축 해야하나요...? ㅠㅠ,,새벽에 유축 하나요...? ㅠㅠ,새벽 유축 하나요
11880,11880,완모중인데 유선염인가요?,,완모 중인데 유선염인가요?,완모 가슴 염
11881,11881,"짝짝이 가슴, 짝짝이 모유량",,"짝짝이 가슴, 짝짝이 모유량",짝짝이 가슴 짝짝이 유량
11882,11882,압타밀에서 힙으로..갈아타기 도와주세요,,압타밀에서 히프로.. 갈아타기 도와주세요,압타밀 히프
11883,11883,집에와서도 세시간마다 한번씩 유축해야하나요? ㅜ,,집에 와서도 시간마다 유축해야 하나요? ㅜ,집 시간 유축 하나요
11884,11884,언제쯤이면 막수도 모유먹고 잘까요...,,언제쯤이면 수도 모유 먹고 잘까요...,언제 수도 모유
11885,11885,막수만 분유 먹이시는분들,,막 수만 분유 먹이시는 분들,막 수만 분유
11886,11886,완모맘인데 수유브라 와이어있는거 해야해요?,,완모 맘인데 수유브라 와이어 있는 해요?,완모 맘  브라 와이어 해
11887,11887,유축 0ml 이신분도 계시나요ㅜㅜ,,유축 0ml 이 신분도 계시나요ㅜㅜ,유축 이 신분
11888,11888,젖꼭지업,,젖꼭지업,젖꼭지 업
11889,11889,모유가 뚝뚝 떨어지는데 애기한테 부족할수있나요?,,모유가 떨어지는데 아기한테 부족할 있나요?,모유 아기
11890,11890,젖양늘리는법좀 알려주세요~~^^,,젖양 늘리는 법 좀 알려주세요~~^^,젖 법 좀
11891,11891,맘님들 아기 분유 언제부터 240ml 먹었나요??,,맘님들 아기 분유 언제부터 240ml 먹었나요??,맘 아기 분유 언제
11892,11892,완모직수시 수유텀잡는법ㅠㅠ,,완모 직수 수유텀잡는법ㅠㅠ,완모 직수   법
11893,11893,젖 한쪽 먹고 자는 아기 어떻게 깨우나요?,,젖 위치 먹고 자는 아기 어떻게 깨우나요?,젖 위치 아기
11894,11894,모유수유 잘하는 방법~~~,,모유  잘하는 방법~~~,모유 방법
11895,11895,젖 물고 잡아 당겨서 유두에서 피나요ㅠㅠ,,젖 물고 잡아당겨서 유두에서 피나요ㅠㅠ,젖  유두 피나
11896,11896,과자 대신 먹을 바삭하고 달달한거 뭐 있을까요?,,과자 먹을 바삭하고 달달한 뭐 있을까요?,과자 바삭 달달 뭐
11897,11897,마사지출장,,마사지 출장,마사지 출장
11898,11898,단유마사지 질문이요,,단유 마사지 질문이요,유 마사지 질문
11899,11899,젖이터질것같은데 유축은 안하고 물리려니...,,젖이 터질 같은데 유축은 물리려니...,젖 유축
11900,11900,공기 덜 삼키게하는방법이있을까요~,,공기 삼키게 방법이 있을까요~,공기 방법
11901,11901,외출시 분유물 부족하면 어떻하시나요?,,외출 부유물 부족하면 어떡하시나요?,외출 부 유물
11902,11902,혼합수유중인데 아이 몸무게가 안늘어요 ㅠㅠ,,혼합수유 중인데 아이 몸무게가 늘어요 ㅠㅠ,혼합  아이 몸무게
11903,11903,4시가 수유콜 시간이면 유축은 몇 시에 하는 게 낫나요?,,4시가  시간이면 유축은 낫나요?,시간 유축
11904,11904,모유 단유 방법 추천 부탁드립니다~,,모유 다유 어떻게 추천 부탁드립니다~,모유 유 추천
11905,11905,퓨어락 1단계 120 탈 때,,퓨어락 1단계 120 탈 때,퓨어 락 단계 탈 때
11906,11906,모유수유중 이거 뿌려도 되나요??,,모유  뿌려도 되나요??,모유
11907,11907,모유수유시 먹음 안돼는 음식있나요?,,모유  먹음 안되는 음식 있나요?,모유 먹음 음식
11908,11908,"혼합수유에서 완분으로 갈때, 도와주세요!",,"혼합수유에서 왕분으로 때, 도와주세요!",혼합  왕분 때
11909,11909,유축해놓은 모유 먹다가 잠들었는데요ㅠㅠ,,유축해놓은 모유 먹다가 잠들었는데요ㅠㅠ,유축 모유
11910,11910,1시간 먹이고 유축해야 하나요?,,1시간 먹이고 유축해야 하나요?,먹이 유축 하나요
11911,11911,산후검진에 골밀도검사가 있던데 모유수유랑 상관없나요?,,산후 검진에 골밀도 검사가 있던데 모유 수유랑 상관없나요?,산후 검진  밀도  모유 수유
11912,11912,분유수유 텀 늘리는 좋은방법있나요?,,분유   늘리는 좋은 어떻게 있나요?,분유
11913,11913,제가 장염끼가 잇는거 같은데ㅠ수유가능항가요??,,제가 장염기가 같은데ㅠ수유 가능항가요??,제 장염  가능 항 가요
11914,11914,"유축시간, 직수시간 얼마나해야 하는지 궁금해요",,"유축 시간, 직수 시간 얼마나 하는지 궁금해요",유축 시간 직수 시간 얼마나
11915,11915,분유원래 먹을때잘흘리나요?,,분유 먹을 때 흘리나요?,분유 때
11916,11916,가슴에 멍울이 잡히는데 계속 수유해도 될까요ㅠ,,가슴에 멍울이 잡히는데 계속 수유해도 될까요ㅠ,가슴 가슴 계속  요
11917,11917,모유수유시 반대쪽 가슴이 찌릿찌릿해요,,모유  위치 가슴이 찌릿찌릿해요,모유 위치 가슴
11918,11918,분유와 모유의 비율,,분유와 모유의 비율,분유 모유 비율
11919,11919,혼합아가 직수하고 왈칵 토해요,,혼합 아가 직수하고 토해요,혼합 아가 직 수하 토
11920,11920,200미리 먹이고 살짝 게우는데 그럼 양이 너무 많은걸까요?,,200미리 먹이고 게우는데 양이 많은 걸까요?,미리 먹이 양 요
11921,11921,유축 텀 늘리는 방법,,유축  늘리는 방법,유축 방법
11922,11922,유축했는데 가슴이 뜨거워요,,유축했는데 가슴이 뜨거워요,유축 가슴
11923,11923,퓨어락에서 힙? 노발락? 어떤가요?,,퓨어룩에서 히프? 노발락? 어떤가요?,퓨어 히프 노 발락 가요
11924,11924,지금 깨워야 하는데 안일어나요 ㅠㅠ,,지금 깨워야 하는데 일어나요 ㅠㅠ,지금
11925,11925,이게 맞는걸까요 ..,,이게 맞는 걸까요 ..,이 요
11926,11926,밤중수유...언제끊으셨나요?,,밤중 수유... 시간 끊으셨나요?,밤중  시간
11927,11927,유축기 원래 시끄럽나요..??,,유축기 시끄럽나요..??,유축기
11928,11928,모유수유 유축ㅠㅠㅠ,,모유  유축ㅠㅠㅠ,모유 유축
11929,11929,유두 껍질 벗겨져서 넘나 아픈데,,유두 껍질 벗겨져서 아픈데,유두 껍질
11930,11930,ㅠㅠ아...너무 힘드네여,,ㅠㅠ아...너무 힘드네요,
11931,11931,이유식시기,,이유식 시기,이유식 시기
11932,11932,모유냉장 보관후 보틀워머..,,모유  보관 후 보틀 워머..,모유 보관 후 보틀 워머
11933,11933,젖병거부있는아이 액상분유꼭지로 먹나요?,,젖병 거부 있는 아이 분유명 꼭지로 먹나요?,젖병 거부 아이 분유 꼭지
11934,11934,28일 애기 분유량이요,,28일 아기 분유 냥이요,아기 분유 냥
11935,11935,무알콜맥주먹고 직수해도될까요?,,무알코올 음식 먹고 직수해도 될까요?,무 알코올 음식 직 수해 요
11936,11936,모유 먹고 안자면 부족한건가요?,,모유 먹고 안자면 부족한 건가요?,모유 건가
11937,11937,젖양이 적어도 사출이 있을수 있나요?,,젖양이 적어도 사출이 있나요?,젖 사출
11938,11938,빨기욕구 있잖아요~~,,빨기 욕구 있잖아요~~,욕구
11939,11939,젖빠는 힘이 줄어들 수도 있나요?,,젖 빠는 힘이 줄어들 수도 있나요?,젖 힘 수도
11940,11940,애기 분유 정수기물로 타시나요?,,아기 분유 정수기물로 타시나요?,아기 분유 정수 기물
11941,11941,카보크림 바를때 궁금한거있어요!,,카보 약 바를 때 궁금한 있어요!,카보 약 때
11942,11942,유축하는데 양도적고 젖양차이가 있어요ㅜ,,유축하는데 양도 적고 젖양 차이가 있어요ㅜ,유 축하 양도 모유 차이
11943,11943,분유 단계 올라갈때 어떻게 올라가나요?,,분유 단계 올라갈 때 어떻게 올라가나요?,분유 단계 때
11944,11944,분유 갈아타는 법 알려주세요,,분유 갈아타는 법 알려주세요,분유 법
11945,11945,모유를 안먹어요...,,모유를 먹어요...,모유
11946,11946,일동후디스산양먹이시는분들 액상분유 뭐먹이시나용??,,일동후디스 산양 먹이시는 분들 분유명 뭐 먹이 시나요??,일동후디스 산양 분유 뭐 먹이 시나
11947,11947,모유수유 중 액티넘 ex 골드,,모유  액티 ex 골드,모유 액티 골드
11948,11948,복직하면서 모유수유 유지하신분 있나요??,,복직하면서 모유  유지하신 분 있나요??,복직 모유  분
11949,11949,모유수유VS분유수유,,모유  VS 분유 수유,모유 분유 수유
11950,11950,양이 줄은거 같아요..,,양이 같아요..,양
11951,11951,단유..매일 매일 고민이에요.,,단유.. 매일매일 고민이에요.,유 고민
11952,11952,한쪽만 단유?,,한쪽만 단유?,한쪽 유
11953,11953,가슴마사지 또 받아야할까요?ㅜ,,가슴 마사지 받아야 할까요?ㅜ,가슴 마사지 요
11954,11954,힙분유 수유하시는분 계실까요???,,히프 분유 수유하시는 분 계실까요???,히프 분유  분 요
11955,11955,직수후에 유축해야하나요?,,직수 후에 유축해야 하나요?,직수 후 유축 하나요
11956,11956,젖꼭지선택,,젖꼭지 선택,젖꼭지 선택
11957,11957,모유수유 넘어려워요,,모유  어려워요,모유
11958,11958,단유해서 오는 젖뭉침은 참아야되는거죠?ㅠㅠ,,단유 모유 뭉침은 참아야되는거죠?ㅠㅠ,유 모유
11959,11959,완모하다가 분유로 갈아타려고하는데여,,완모하다가 분유로 갈아타려고 하는데요,완 모하 다가 분유
11960,11960,완모중인 맘님 봐주세요~,,완모 맘님 봐주세요~,완모 맘
11961,11961,냉장보관하던 모유 냉동실로 옮겨도 되져?,,냉장보관하던 모유 냉동실로 옮겨도 되죠?,냉장 보관 모유  실로
11962,11962,모유수유 자세잡기가 힘들어요ㅠ,,모유  자세 잡기가 힘들어요ㅠ,모유 자세 잡기
11963,11963,유축수유에서 직수 할껀데요!!도와주세요ㅜ,,유축 수유에서 직수할 건데요!! 도와주세요ᅮ,유축  직수 건데
11964,11964,젖양이 작아서..??,,젖양이 작아서..??,젖
11965,11965,첫수를 잘 안먹는아기,,첫수를 먹는 아기,수 아기
11966,11966,완모아기 몇시에 재우세요?,,안 재우세요?,안
11967,11967,유축해야되는지 봐주세요~,,유축해야 되는지 봐주세요~,유축
