,title,개월,spell,token
10799, 모유 해도 되나요?,,모유 해도 되나요?,모유 해도
10800,모유살 증상이요,,모유 살 증상이요,모유 살 증상
10801,독일 힙 프레랑 이1단계 가 있나요?,,독일 힙 프레랑 이 1단계 가 있나요?,독일 힙 프레 이 단계
10802,모유 하는 엄마 음식에 예민하게 하는 아가있나요?,,모유 하는 엄마 음식에 예민하게 하는 아가 있나요?,모유 엄마 음식 아가
10803,오늘 첨으로 직수 했는데 직수로 먹는시~??,,오늘 첨으로 직수 했는데 직수로 먹는 시~??,오늘 직수 직 수로 시
10804,45일 아기 분유,,45일 아기 분유량,아기 분 유량
10805,치 유두가 짧고 양이 적어요 ㅠ,,치 유두가 짧고 양이 적어 요 ㅠ,치 유두 양 요
10806,직수 나 먹는지 어떻게 아나요??ㅜ,,직수 나 먹는지 어떻게 아나요??ㅜ,직수 나 나
10807,모유 먹는 아이도 방 잘차나요,,모유 먹는 아이도 방 잘 차나요,모유 아이 방
10808,궁 먹는아이,,궁 먹는 아이,궁 아이
10809,가슴염 냉찜은 어느 정도 해야하나요?,,가슴염 냉찜은 어느 정도 해야 하나요?,가슴 염 냉찜 정도 하나요
10810,모유 중에 음식 음식 드세요?,,모유 중에 음식 음식 드세요?,모유 중 음식 음식
10811,100프로 모유만 먹이시는 분 계신가요 ?,,100 프로 모유만 먹이시는 분 계신가요 ?,프로 모유 분
10812,아이에 대한 죄감..ㅠㅠ,,아이에 대한 죄감..ㅠㅠ,아이 대한 죄감
10813,복직후에도 모유 가능할까요?,,복직 후에도 모유 가능할까요?,복직 후 모유 요
10814,편해서 유축 하시는분 있으세요??,,편해서 유축 하시는 분 있으세요??,유축 분
10815,밖에나갓을때요!!,,밖에 나 갓을 때 요!!,나 갓 때 요
10816,모유린지 이틀째인데 유축은 많이 나와야하는건가요??,,모유린지 이틀째인데 유축은 많이 나와야 하는 건가요??,유린 이틀 유축 건가
10817,유축이 80나오면 직수도 80쯤 나올까요??,,유축이 80 나오면 직수도 80쯤 나올까요??,유축 직 수도 쯤 요
10818,모유양 늘릴수있을까요,,모유 양 늘릴 수 있을까요,모유 양 수
10819,궁금해요!  중 짜증?,,궁금해요! 중 짜증?,중 짜증
10820,알려주세요ㅜ 분유 문이요,,알려주세요 ㅜ 분유 문이요,분유 이요
10821,모유사출로 게워냄이 심해 수 있나요?,,모유사출로 게워냄이 심해 수 있나요?,모유 사출 심해 수
10822,직수하는데 애기가 울고 안먹어요,,직수하는데 애기가 울고 안 먹어요,직 수하 데 애기 울 안
10823,유축시은 어떻게 점하는건가요?,,유축시 은 어떻게 점하는 건가요?,유 축시 은 점 건가
10824,혹시 서서 하는 사람은 저뿐일까요 ㅋㅋㅋㅋ,,혹시 서서 하는 사람은 저뿐일까요 ㅋㅋㅋㅋ,혹시 서서 사람 저 요
10825,왜 직수만하면 이 깨까요?ㅜㅜ,,왜 직수만 하면 이 깨까요? ㅜㅜ,왜 직 수만 이 요
10826,트루맘 먹이시는분 계세요?,,트루맘 먹이시는 분 계세요?,트루 맘 분 계세
10827,모유 전문가님들 제 도와주세요..,,모유 전문가님들 제 도와 주세요..,모유 전문가 제 도
10828,이빨나면 모유모유젖꼭지 못빠나요?,,이 빨나면 모유 젖꼭지 못 빠나요?,이 모유 젖꼭지 못 빠나
10829,모유 먹다가 울어요ㅠㅠ,,모유 먹다가 울어요 ㅠㅠ,모유
10830,퓨××에서 분유,,퓨××에서 분유,퓨 분유
10831,란시노 모유모유젖꼭지요 ㅠ,,란시노 모유 젖꼭지요 ㅠ,란 노 모유 젖꼭지
10832,분유증상인지 꼭 봐주세요 ㅠㅠ,,분유 증상인지 꼭 봐주세요 ㅠㅠ,분유 증상 꼭
10833,혼합하시는분들 문 있어요ㅠㅠ,,혼합하시는 분들 문 있어요ㅠㅠ,혼합 문
10834,치 모유양이 너무 틀려여 왜그럴까요?ㅠ,,치 모유 양이 너무 틀려 여 왜 그럴까요?ㅠ,치 모유 양 여 왜 요
10835,가슴염일때 마사지 받는 ??,,가슴 염일 때 마사지 받는 ??,가슴 염일 때 마사지
10836,모유 중 중음식음식 괜찮을까요..?,,모유 중 중 음식 음식 괜찮을까요..?,모유 중 중 음식 음식
10837,시 중인데 아기가 살 빠진거 같아요 ㅠㅠ,,시간 중인데 아기가 살 빠진 거 같아 요 ㅠㅠ,시간 중 아기 살 거 요
10838,속모유을 어떻게 먹일까요,,속 모유을 어떻게 먹일까요,속 모유 을 요
10839,아기에게 맞지않는 모유도 있나요?,,아기에게 맞지 않는 모유도 있나요?,아기 모유
10840,금요일시에 출산했는데 모유가 시 나올까요?,,금요일 시에 출산했는데 모유가 시 나올까요?,금요일 시 출산 모유 시 요
10841,유축 보관시요^^,,유축 보관시 요,유축 보관 시 요
10842,분유할때 목이ㅜ,,분유할 때 목이ㅜ,분유 때 목
10843,분유통 찌그러진거 반품해야하죠??,,분유통 찌 그러진 거 반품해야 하죠??,분 유통 찌 거 반품
10844,모유 시수끊기 고민되요,,모유 시 수끊기 고민되요,모유 시 수 고민
10845,직수 시하신분들 어떠세요?,,직수 시간 하신 분들 어떠세요?,직수 시간
10846,수축약(싸이토텍정) 모유 있나요?,,수축약(싸이토텍 정) 모유 있나요?,축약 싸이 토텍 정 모유
10847,맘님들 도와주세요ㅠㅠ,,맘님들 도와 주세요 ㅠㅠ,맘 도
10848,유즙?은 아가가 먹음안되나요?,,유즙?은 아가가 먹음 안 되나요?,유즙 은 아가 먹음 안
10849,직수할때 아기 원래 힘겨워하나요?,,직수할 때 아기 원래 힘겨워 하나요?,직수 때 아기 원래 하나요
10850,분유명 독일용과 오스트리아용의 점?? 뭔가요??,,분유 명 독일용과 오스트리아용의 점?? 뭔가요??,분유 명 독일 용 오스트리아 용의 점 뭔가
10851,일지 시까지 쓰세여?,,일지 시까지 쓰세여?,일지 시
10852,다이어트 쉐이크 먹어도 되나요?,,다이어트 쉐이크 먹어도 되나요?,다이어트 쉐이크
10853,혼합에서 시,,혼합에서 시간,혼합 시간
10854, 잘하고있는걸까요 ㅠㅡㅠ,,잘하고 있는 걸까요 ㅠㅡㅠ,요
10855,시늘어나나요?/하면서음식..ㅠㅠ,,시 늘어나나요? / 하면서 음식..ㅠㅠ,시 음식
10856,"보관한 유축 에 나 보관 가능한가요,",,"보관한 유축 에 나 보관 가능한가요,",보관 유축 나 보관
10857,모유는 아기가 깨면 무조건주나요?,,모유는 아기가 깨면 무조건 주나요?,모유 아기 무조건
10858,하는데 탈나면,,하는데 탈나면,
10859,1음식 유축 15-20미리였는데 모유량 늘으신분 계세요?,,1 음식 유축 15-20 미리였는데 모 유량 늘으신 분 계세요?,음식 유축 미리 모 유량 분 계세
10860,모유 이는데요,,모유 이는데요,모유
10861,유축하면 모유양이 줄까요? ㅠㅠ,,유축하면 모유 양이 줄까요? ㅠㅠ,유 축하 모유 양 요
10862,치 모유이 안나와요,,치 모유 이 안나와요,치 모유 이
10863,음식즙 말고 그냥 단음식/음식죽도 모유양 줄어드나요?,,음식 즙 말고 그냥 단 음식/음식 죽도 모유 양 줄어드나요?,음식 즙 그냥 단 음식 음식 죽도 모유 양 드 요
10864,가슴이 안뚫린데요 ㅠㅠ,,가슴이 안 뚫린 데요 ㅠㅠ,가슴 안
10865,혼합문이요~,,혼합문이요~,혼합 이요
10866,"중 초콜렛 먹으니,가슴알갱이가..",,"중 초콜렛 먹으니, 가슴 알갱이가..",중 초콜렛 가슴 알갱이
10867,분유 바꾸고 변..시쯤 변될까요,,분유 바꾸고 변..시쯤 변될까요,분유 변 쯤 변 요
10868,시 중니다! 많은 의견 부탁드려요,,시간 중니다! 많은 의견 부탁드려요,시간 중니 의견
10869,모유시 분수토,,모유 시 분수토,모유 시 분수 토
10870,게워냄과 무게의 딜레마ㅠㅠㅠ,,게워냄과 무게의 딜레마ㅠㅠㅠ,무게 딜레마
10871,모유 아이  양,,모유 아이 양,모유 아이 양
10872,모유에 대해서요,,모유에 대해서요,모유 대해 서요
10873,사출땜에 정말 힘들었지만 극복하신 분들!!,,사출땜에 정말 힘들었지만 극복하신 분들!!,사출 땜 정말 극복
10874,분유명 어떤가요?,,분유 명 어떤가요?,분유 명 가요
10875,시 중에도 생리할 수 있나요??,,시간 중에도 생리할 수 있나요??,시간 중 생리 수
10876,압타밀 분유 이(검정점) 나온분 없나요?,,압타밀 분유 이(검정점) 나온 분 없나요?,압 타밀 분유 이 검정 점 분
10877,모유하면 음식먹으면안돼요??,,모유하면 음식 먹으면 안 돼요??,모유 음식 안
10878,ha분유 탈때 70도이상 이랑 식힌 섞어 하세요??,,ha 분유 탈 때 70도 이상 이랑 식힌 섞어 하세요??,분유 탈 때 도 이상
10879,모유음식,,모유 음식,모유 음식
10880,모유량부족인데 계속고있을때요..,,모유량 부족인데 계속고 있을 때요..,유량 부족 계속 때
10881,치가슴만 너무아파요ㅜㅜ,,치가슴만 너무 아파요 ㅜㅜ,치 가슴
10882,치 시 치 가슴 유축??,,치 시 치 가슴 유축??,치 시 치 가슴 유축
10883,기에 50분 있던 모유 먹여도 될까요 ?,,기에 50분 있던 모유 먹여도 될까요 ?,모유 요
10884,유축하면 점점 양이 늘어야 하나요?,,유축하면 점점 양이 늘어야 하나요?,유 축하 점점 양 하나요
10885,다들   앉아서 하시나요~??,,다들 앉아서 하시나요~??,
10886,여러분들은 어떻게 하시겠어요??ㅠ,,여러분들은 어떻게 하시겠어요??ㅠ,여러분
10887,안겨서 잘때 안깨면 안고픈거겠죠?,,안겨서 잘 때 안 깨면 안고픈 거겠죠?,때 안 거
10888,가슴 모유,,가슴 모유,가슴 모유
10889,모유 직수요..,,모유 직 수요..,모유 직 수요
10890,유축로 모유 먹이려는데  있을까요?,,유축로 모유 먹이려는데 있을까요?,유축로 모유
10891,분유 하루만 다른브랜드 먹여도될까요,,분유 하루만 다른 브랜드 먹여도 될까요,분유 하루 다른 브랜드 요
10892,양이많으면 먹는시이 적나요ㅜㅜ?,,양이 많으면 먹는 시 이 적나요 ㅜㅜ?,양 시 이
10893,"아기가 모유,분유를 안먹으려해요ㅠ",,"아기가 모유, 분유를 안 먹으려 해요ㅠ",아기 모유 분유 안 해
10894,가슴염인데 마사지를 막 쥐어짜듯이 해도될까요ㅠ,,가슴 염인데 마사지를 막 쥐어짜듯이 해도 될까요ㅠ,가슴 염 마사지 막 해도 요
10895,모유할때 엑스레이 찍어도 괜찮죠?,,모유할 때 엑스레이 찍어도 괜찮죠?,모유 때 엑스레이
10896,스펙트라 휴대용에 들어가는 건전지 뭔가요??,,스펙트라 휴대용에 들어가는 건전지 뭔가요??,스펙트 휴대 용 건전지 뭔가
10897,모유살 증상,,모유 살 증상,모유 살 증상
10898,모유하는아기,,모유하는 아기,모유 아기
10899,분유 어느걸 먼저 먹일까요?,,분유 어느 걸 먼저 먹일까요?,분유 걸 먼저 요
10900,저좀 도와주세요ㅠ,,저 좀 도와 주세요ㅠ,저 좀 도
10901,"모유 하고, 다시보관, 재해서 먹여도되나요?",,"모유 하고, 다시 보관, 재해서 먹여도 되나요?",모유 다시 보관 재해
10902,가슴이 시덩이예요..,,가슴이 시간 덩이예요..,가슴 시간 덩이
10903,시 어찌끊어야하나요,,시 어찌 끊어야 하나요,시 어찌 하나요
10904,분유명 알려주세요~,,분유 명 알려주세요~,분유 명
10905,가슴 가슴이 심한대 마사지는 수요일에나 받을수있대요 ㅠㅠ급하게 풀어떻게없을까요??,,가슴 가슴이 심한 대 마사지는 수요일에나 받을 수 있대요 ㅠㅠ 급하게 풀 어떻게 없을까요??,가슴 가슴 마사지 수요일 수 대요 풀
10906,모유중 음식말이에요..,,모유 중 음식 말이에요..,모유 중 음식 말
10907,안덴모유 다시 데워도되나요,,안덴모 유 다시 데워도 되나요,안덴모 유 다시
10908,모유양 줄이려면 어떻게하나요?,,모유 양 줄이려면 어떻게 하나요?,모유 양 하나요
10909,가슴염일때 가능한가요ㅜ,,가슴 염일 때 가능한가요ㅜ,가슴 염일 때
10910,스테로이드 약(리도맥스) 시 ?,,스테로이드 약(리도맥스) 시 ?,스테로이드 약 리도 맥스 시
10911,모유가 하게 적어요..,,모유가 하게 적어요..,모유
10912,오브맘 이왜이리 날까요?,,오브맘 이 왜 이리 날까요?,오브 맘 이 왜 요
10913,시에는 유축하시나요?,,시에는 유축하 시나요?,시 유 축하 시나
10914,분유,,분유,분유
10915,유축  시 역류  어떻게 알려주세요ㅜ,,유축 시 역류 어떻게 알려주세요ㅜ,유축 시 역류
10916,모유 잇으로 깨때 어떻게하나요?,,모유 잇으로 깨때 어떻게 하나요?,모유 깨때 하나요
10917,시인데 다유어떻게좀요.,,시간인데 다 유 어떻게 좀요.,시간 유 좀
10918,부 영양제 추천 부탁드려요,,부 영양제 추천 부탁드려요,부 양제 추천
10919,분유 안먹는 아기,,분유 안 먹는 아기,분유 안 아기
10920,모유문요,,모유문요,유문
10921,먹기 싫어하는 쪽,,먹기 싫어하는 쪽,먹기 쪽
10922, 모유!,,모유!,모유
10923,잘때만 잘먹는 아가ㅜㅜ분유이요!,,잘 때만 잘 먹는 아가 ㅜㅜ 분유이요!,때 아가 분유
10924,안먹으면 모유양 줄어드나요?,,안 먹으면 모유 양 줄어드나요?,안 모유 양 드 요
10925,다유할까 하루에도 몇번씩 고민이에요ㅜㅜ,,다유할까 하루에도 몇 번씩 고민이에 요ㅜㅜ,유 하루 몇 번 고민 요
10926,모유양이 삭지 줄어들고 있는지는 어떻게 알 수 있나요?,,모유양이 삭지 줄어들고 있는지는 어떻게 알 수 있나요?,모유 삭 알 수
10927,유두약? 약?,,유두약? 약?,유두 약 약
10928,한번씩 모유 하다보면 떼를 쓰는데..,,한 번씩 모유 하다 보면 떼를 쓰는데..,번 모유 떼
10929,아기 통수면자는 분~ 시엔 유축하시나요?,,아기 통수면자는 분~ 시엔 유축하시나요?,아기 통 수면 분 시엔 유 축하 시나
10930,모유젖꼭지 쓰다가 직수하신 어머님들!,,젖꼭지 종류 쓰다가 직수하신 어머님들!,젖꼭지 종류 직 수하 신 어머님
10931,"통수면 자는 아기, 시에 유축 하나요?",,"통수면 자는 아기, 시에 유축 하나요?",통 수면 아기 시 유축 하나요
10932,다유,,다유,유
10933,양추 먹으면 모유도나요?ㅜ,,양추 먹으면 모유도나요?ㅜ,양추 모유 도나
10934,모유중 약 복용이요.,,모유 중 약 복용이요.,모유 중 약 복용
10935,브랜드명 증유마사지 있나요,,브랜드 명 증유 마사지 있나요,브랜드 명 증유 마사지
10936,좋은 분유가 뭘까요?ㅜㅜ하난 변 하난 변..ㅜㅜ다시 변로 가야할런지..ㅜㅜ다시 새걸로 갈아타야되는지..ㅜㅜ,,좋은 분유가 뭘까요? ㅜㅜ 하난 변 하난 변..ㅜㅜ 다시 변로 가야 할런지..ㅜㅜ 다시 새 걸로 갈아타야 되는지..ㅜㅜ,분유 뭘 하 변 하 변 다시 변로 가야 할런 다시 새 걸
10937,모유시 기운 빠지는 느낌 저만 들까요??ㅠㅠㅋ,,모유 시 기운 빠지는 느낌 저만 들까요??ㅠㅠㅋ,모유 시 기운 느낌 요
10938,직수시하시는분들~어떻게하고 계시나요?,,직수시간 하시는 분들~ 어떻게 하고 계시나요?,직 시간
10939,분유 1단계에서 2단계 올릴때요~,,분유 1단계에서 2단계 올릴 때 요~,분유 단계 단계 때 요
10940,센서브랜드명브 먹이시는분들 많나요??,,센서 맘 라떼 모아브 먹이시는 분들 많나요??,센서 맘 라떼 모아브
10941,식 후에 바로 분유 안 먹여도 되나여...,,식 후에 바로 분 유 안 먹여도 되나 여...,식 후 바로 분 유 안 여
10942,유두 ㅠㅠ,,유두 ㅠㅠ,유두
10943,식 끼니 사이에 분유먹이면 안돼는?,,식 끼니 사이에 분유 먹이면 안 돼는?,식 끼니 사이 분유 먹이 안
10944,분유갈아탈때 스틱분유는?,,분유 갈아탈 때 스틱 분유는?,분유 때 스틱 분유
10945,모유중 전류 마사지기  가능한가요?,,모유 중 전류 마사지기 가능한가요?,모유 중 전류 마사지 기
10946,압타밀푸트라1단계 3일에한번 몰아서 응가해요,,압타밀푸트라 1단계 3일에 한 번 몰아서 응가해요,압 타밀 푸트 단계 번 응 가해
10947,삭 유축 보관시문요~,,삭 유축 보관 시문 요~,삭 유축 보관 시문 요
10948,혼합??,,혼합??,혼합
10949,단 음식 먹음 왜 안좋아요??,,단 음식 먹음 왜 안 좋아요??,단 음식 먹음 왜 안
10950,너무 안먹어서 스트레스에요ㅠㅠㅠ,,너무 안 먹어서 스트레스에 요 ㅠㅠㅠ,안 스트레스 요
10951,다유할까합니다,,다유할까 합니다,유
10952,모유,,모유,모유
10953,이제 딱 한달된 아가 보호기끼고 신히 해서 모유 중인데요~,,이제 딱 한 달 된 아가 보호기 끼고 신히 해서 모유 중인데요~,이제 달 아가 보호 기 끼 모유 중 요
10954,모유 유축시 110정도 나오는데요,,모유 유축시 110 정도 나오는데요,모유 유 축시 정도
10955,아기가 염이면 자세 어떻게 해야해요?,,아기가 염이면 자세 어떻게 해야 해요?,아기 염 자세 해
10956,모유양이 많으면 어떡해야하죠ㅠ,,모유양이 많으면 어 떡해야 하죠ㅠ,모유 떡
10957,분유명 먹는 아가 양 늘릴때요~,,분유 명 먹는 아가 양 늘릴 때 요~,분유 명 아가 양 때 요
10958,우울증걸릴것같아요.ㅠ,,우울증 걸릴 것 같아요.ㅠ,우울증 것
10959,유두가슴 하얀거 저절로 떨어지나요?,,유두 가슴 하얀 거 저절로 떨어지나요?,유두 가슴 거 저절로
10960,분유를 바꿔야할까요,,분유를 바꿔야 할까요,분유 요
10961,노락 먹이시는분?,,노락 먹이시는 분?,노락 분
10962,갑자기 가슴이 뭉치고 단단해졌습니다 ㅠㅠ,,갑자기 가슴이 뭉치고 단단해졌습니다 ㅠㅠ,갑자기 가슴 뭉치
10963,초보맘이라서 잘모르겟어요..ㅜㅜ,,초보맘이라서 잘 모르겟어요..ㅜㅜ,초보 맘
10964,모유 중인데 음식 먹어도 되나요,,모유 중인데 음식 먹어도 되나요,모유 중 음식
10965,분유명 보관시에요~!!,,분유 명 보관시에 요~!!,분유 명 보관 시 요
10966,(요청ㅜㅜ) 노락ac에서 it로 하려면 어떻게 먹여야할까요??,,(요청 ㅜㅜ) 노락 ac에서 it로 하려면 어떻게 먹여야 할까요??,요청 노락 로 요
10967,유축 모유,,유축 모유,유축 모유
10968,모유 중 쉐이크 먹음 안되겠죠?,,모유 중 쉐이크 먹음 안 되겠죠?,모유 중 쉐이크 먹음 안
10969,유축 계속 해야겟죠?,,유축 계속 해야 겟죠?,유축 계속 겟
10970,분유 해도 될까요?,,분유 해도 될까요?,분유 해도 요
10971,시 제대로 시원하게 머글까여ㅠㅠ,,시 제대로 시원하게 머글까 여 ㅠㅠ,시 제대로 머글 여
10972,모유먹이고 가슴 어떻게 닦나요,,모유 먹이고 가슴 어떻게 닦나요,모유 먹이 가슴
10973,모유 좀 도와주세요..,,모유 좀 도와 주세요..,모유 좀 도
10974,분유 맛없으면 안먹기도 하나요?,,분유 맛 없으면 안 먹기도 하나요?,분유 맛 안 먹기 하나요
10975, 적절하게 하는지 모르겠어요ㅠㅠ,,적절하게 하는지 모르겠어요 ㅠㅠ,
10976,시수인지 첫수가 빠른건지ㅜㅜ,,시수인지 첫 수가 빠른 건지 ㅜㅜ,인지 첫 수가
10977,아가는 수면만 자네요.. ㅠㅠ,,아가는 수면 만 자네요.. ㅠㅠ,아가 수면 만 자네
10978,백만년만에 음식 마셨더니 수면이 안오네요,,백만 년 만에 음식 마셨더니 수면이 안 오네요,백만 년 음식 수면 안
10979,깨워도 안일어나는데 그냥 재워도 될까요?? ㅠㅠ,,깨워도 안 일어나는데 그냥 재워도 될까요?? ㅠㅠ,안 그냥 요
10980,하루 몇미리 먹여야하나요?,,하루 몇 미리 먹여야 하나요?,하루 몇 미리 하나요
10981,통수면 시잘까요 ㅠㅠ,,통수면 시 잘까요 ㅠㅠ,통 수면 시
10982,아가 빨다 생긴후에 모유려도 문제없을까요?,,아가 빨다 생긴 후에 모 유려도 문제 없을까요?,아가 후 모 유려 문제
10983,늦게까지 모유하신분들중에 시수 끊어보신분..,,늦게까지 모유하신 분들 중에 시 수 끊어보신 분..,모유 중 시 수 보신 분
10984,노락AR 어떻게?,,노락 AR 어떻게?,노락
10985,다유마사지받았는데 모유렸어요..,,다유마사지 받았는데 모유렸어요..,유 마사지 모유 렸
10986,모유중 약..,,모유 중 약..,모유 중 약
10987,수 하시는 분들 아가 모유고 자는  없나요?,,수 하시는 분들 아가 모유 고 자는 없나요?,수 아가 모유 고
10988,시는 뱃 늘리는거,,시간는 뱃 늘리는 거,시 뱃 거
10989,압타☆ 에서 힙으로 바꿀까해요.,,압타☆ 에서 힙으로 바꿀까 해요.,압타 힙 해
10990,아이가 면서 짜증내는  ㅠㅠ도와주세요 ㅜ,,아이가 면서 짜증 내는 ㅠㅠ도와주세요 ㅜ,아이 면서 짜증
10991,제가 모유  제대로 하는게 맞을까요,,제가 모유 제대로 하는 게 맞을까요,제 모유 제대로 게
10992,분유명 2단계 넘어가는 무게 ?,,분유 명 2단계 넘어가는 무게 ?,분유 명 단계 무게
10993,ㅜㅜ 후 토에 피가 섞여 나왔어요,,ㅜㅜ 후 토에 피가 섞여 나왔어요,후 토 피
10994,억지로 먹이고.. 분수토 ㅜㅜ,,억지로 먹이고.. 분수 토 ㅜㅜ,억지로 먹이 분수 토
10995,총 분유양 문드려요,,총 분유 양 문드려요,총 분유 양 문
10996,수요령,,수요령,요령
10997,지금 출산한지 한달 됐는데.. 너무 하고싶어요ㅠㅠ,,지금 출산한 지 한 달 됐는데.. 너무 하고 싶어요 ㅠㅠ,지금 출산 달
10998,모유,,모유,모유
10999,도와주세요 징글징글하게 안먹네요.. 분유 뭐 먹이세요?,,도와 주세요 징글징글하게 안 먹네요.. 분유 뭐 먹이세요?,도 징글징글 안 분유 뭐
11000,유축할때 총처럼 나와야 좋은거죠?? ㅜ,,유축할 때 총처럼 나와야 좋은 거죠?? ㅜ,유축 때 총 거
11001,너무힘듭니다ㅜㅜ,,너무 힘듭니다ㅜㅜ,
11002,조리원에서 모유 중 음식,,조리원에서 모유 중 음식,조리 모유 중 음식
11003,혼합 하루 분유 총양이요 :),,혼합 하루 분유 총양이요 :),혼합 하루 분유 이요
11004,"모유젖꼭지모유모유젖꼭지 며칠동안 계속쓰다 빼면, 제껄 까요??ㅠ",,"젖꼭지 종류 모유 젖꼭지 며칠 동안 계속 쓰다 빼면, 제 껄 까요??ㅠ",젖꼭지 종류 모유 젖꼭지 며칠 동안 계속 제 껄
11005,직수랑 유축이랑 모유량이 달라요...,,직수랑 유축이랑 모유량이 달라요...,직수 유축 유량 달라
11006,고픈지 어떻게 아세요 그리고 한달 아기  궁금해요,,고픈 지 어떻게 아세요 그리고 한 달 아기 궁금해요,달 아기
11007,유두출혈 ㅠㅠ,,유두출혈 ㅠㅠ,유두 출혈
11008,"잘먹던 분유, 갑자기 더 안먹는아기",,"잘 먹던 분유, 갑자기 더 안 먹는 아기",분유 갑자기 더 안 아기
11009,유두에 털이..,,유두에 털이..,유두 털
11010,매일 앱솔루트 산양 분유 먹이시는 분??,,매일 앱 솔루트 산양 분유 먹이시는 분??,매일 앱 솔 루트 산양 분유 분
11011,아기가 토했을때,,아기가 토했을 때,아기 토 때
11012,분유를바꿀지말지 고민니다ㅠㅠ,,분유를 바꿀지 말지 고민니다ㅠㅠ,분유 말 민니
11013,직수 계속 해야할까요?,,직수 계속 해야 할까요?,직수 계속 요
11014,직수안되다가 하신분이요,,직수 안 되다가 하신 분이요,직수 안
11015,압타밀 푸트라 프레 문이용,,압타밀 푸트라 프레 문이용,압 타밀 푸트 프레 이용
11016,분유명 먹이시는 분??,,분유 명 먹이시는 분??,분유 명 분
11017,상한음식 잘못먹은거 같은데 계속해도되나요?,,상한 음식 잘못 먹은 거 같은데 계속해도 되나요?,상한 음식 잘못 거 계속
11018,중에도 꿀은 피하잖아요.,,중에도 꿀은 피하잖아요.,중 꿀 피
11019,모유양이 더이상 많아지면 안되는데 아가랑 이 안 맞으면?,,모유양이 더 이상 많아지면 안 되는데 아가랑 이 안 맞으면?,모유 더 이상 안 아가 이 안
11020,모유중 음식 차게해서 먹어도 되나요,,모유 중 음식 차게 해서 먹어도 되나요,모유 중 음식
11021,요즘 잘안먹네요ㅜ 왜그러는거죠?,,요즘 잘 안 먹네요 ㅜ 왜 그러는 거죠?,요즘 안 왜 거
11022,1단계에서 2단계 넘어갈때요~,,1단계에서 2단계 넘어갈 때 요~,단계 단계 때 요
11023,유두를 씹어요 ㅠㅠ 22일 아가니다,,유두를 씹어요 ㅠㅠ 22일 아가니다,유두 아가 니
11024,배앓이 증상이여!,,배앓이 증상이 여!,배앓이 증상 여
11025,자연스럽게 다유될수도 잇나요?,,자연스럽게 다유될 수도 잇나요?,자연 유 수도
11026,시중 분유먹이면 양을못먹나요?,,시간 중 분유 먹이면 양을 못 먹나요?,시간 중 분유 먹이 양 못
11027,트루맘 먹이시는분들 어떤가요?,,트루맘 먹이시는 분들 어떤가요?,트루 맘 가요
11028,센서브랜드명브 먹이시는 님들 계세요? 변 깔이.......ㅠ,,센서 맘 라떼 모아브 먹이시는 님들 계세요? 변 깔이.......ㅠ,센서 맘 라떼 모아브 님들 계세 변
11029,시수/수 끊어야말까요?문이요^^,,시수/수 끊어야말까요?문이 요,수 수 요 문 요
11030,출산5일부터 모유을 안어요,,출산 5일부터 모유을 안어요,출산 모유 을
11031,모유에서 분유로 바꿀때 어떻게해야하나요??,,모유에서 분유로 바꿀 때 어떻게 해야 하나요??,모유 분유 때 하나요
11032,모유  좀 봐주세용,,모유 좀 봐주세용,모유 좀
11033,저 모유 잘 하고 있는건가요?,,저 모유 잘 하고 있는 건가요?,저 모유 건가
11034,가슴염 치료법,,가슴염 치료법,가슴 염 치료법
11035,잘하고있는지 봐주세요ㅜㅜ 제요ㅜㅜ,,잘하고 있는지 봐주세요 ㅜㅜ 제요ㅜㅜ,제
11036,아기에게 직수하면서 다유하려면 어떻게 해야하나요?,,아기에게 직수하면서 다유하려면 어떻게 해야 하나요?,아기 직 수하 면서 유하 려면 하나요
11037,유축한 모유요~~,,유축한 모유 요~~,유축 모유 요
11038,모유중 아기 변~,,모유 중 아기 변~,모유 중 아기 변
11039,통수면갑자기 이래도괜찮나요,,통수면 갑자기 이래도 괜찮나요,통 수면 갑자기
11040,분수토... 심한 아기 있나요?,,분수토... 심한 아기 있나요?,분수 토 아기
11041,모유 거부 ㅠㅠ 도와주세요 ㅠㅠ,,모유 거부 ㅠㅠ 도와주세요 ㅠㅠ,모유 거부
11042,모유량 감소?,,모유량 감소?,유량 감소
11043,유두도 아프고 가슴도 아플때 ㅠ,,유두도 아프고 가슴도 아플 때 ㅠ,유두 가슴 때
11044,시삭달 분유아기 분유이요~,,시삭달 분유아기 분유이요~,시삭 달 분유 아기 분유
11045,다유하는 법 좀 알려주세요 ㅠㅠ,,다유하는 법 좀 알려주세요 ㅠㅠ,유하 법 좀
11046,하루하루 걱정되네요!,,하루하루 걱정되네요!,하루하루 걱정
11047,엄마자격이 없어요 미쳤네요ㅠ 봐주세요,,엄마 자격이 없어요 미쳤네요 ㅠ 봐주세요,엄마 자격
11048,중,,중,중
11049,이 압타0,,이 압타0,이 압타
11050,량 어떻게 늘려요?뭔가 잘못된건가요ㅠ,,량 어떻게 늘려요? 뭔가 잘못된 건가요ㅠ,량 뭔가 건가
11051,애가 너무 안먹는거 같은데.. 함 봐주세요,,애가 너무 안 먹는 거 같은데.. 함 봐주세요,애가 안 거 함
11052,모유 시까지,,모유 시까지,모유 시
